title,date
"NBP, 네이버 클로바 OCR기술 파트너 모집",20200201
'KISA 보안공지' 사칭한 스미싱 문자 주의,20200201
파괴적 혁신은 기술과는 상관이 없다?,20200201
"'94만 구독자 보유' 유튜버 온도, 디자인 표절 의혹에 결국 사과",20200201
'일본서 감염' 중국인 환자 2주간 국내 활동,20200201
"애플, 중국 본토 모든 매장 폐쇄...""신종코로나 우려""",20200201
"빗썸, NH농협은행과 실명계좌 재계약 성사",20200201
"의협 ""감염위험 높은 지역 입국 제한, 항공 운항 중단해야""",20200201
"증강현실(AR) 협업 ‘스페이셜’, 1400만 달러 투자유치",20200201
"새 폴더블폰 '갤럭시Z 플립', 가격은 얼마나 할까",20200201
'신종코로나' 여파에 애플 중국내 매장 임시 폐쇄,20200201
"""신종코로나 막자"" 애플, 중국내 판매점 9일까지 폐쇄",20200201
"애플, 신종코로나로 중국 본토 매장 전부 닫는다",20200201
"애플, 신종코로나로 중국 본토 전 매장 폐쇄",20200201
'신발산업 거목' 박연차 태광실업 회장 빈소에 조문 행렬,20200201
"“’신종 코로나’ 中 실제 감염자, 7만5000명 이상일 것”(연구)",20200201
"페이스북, '우한 폐렴' 가짜뉴스 단속한다…""잘못된 정보는 삭제""",20200201
세계 각국 중국발 여행객 입국 금지...호주도 동참,20200201
"전문가 ""신종코로나로 세계경제에 191조원 타격…사스의 4배""",20200201
'단일 충전기' 결의안 EU 통과…라이트닝 커넥트 어쩌나,20200201
베트남서 확진자 1명 늘어...6명 '우한폐렴' 감염,20200201
"""유튜버 업계 인식·행태 바로 잡겠다”.. 트레져헌터 대표, 유튜브 시작",20200201
"수면 위 부상한 '테라 히어로'…크래프톤 ""캐릭터 12종 공개""",20200201
주문한 '마스크' 왜 안줬나···포천 물류창고서 소동,20200201
"인공지능이 개발한 신약, 사상 첫 임상시험",20200201
'우한폐렴' 격리·직무 배제로 생계곤란시…긴급지원·유급휴가,20200201
"""경제불황"" 기름값 아끼기 위한 새로운 재테크는?",20200201
[꼬마수의 주간 인슈어테크] 건강 검진 결과 앱으로 간편 제출,20200201
"베일 벗은 '갤럭시Z 플립', 예상 가격은…",20200201
"블리자드, ‘콜 오브 듀티 코리아 오픈’ 결승 2일 개최",20200201
[게임로그]PC방 새 얼굴 ‘레전드 오브 룬테라’…OBT만으로 순위 진입,20200201
"삼성, ‘신종 코로나 바이러스’ 중국 지원",20200201
"서승환 연대 총장 취임...""AI, SW, 빅데이터 강화""",20200201
1월 수출 433.5억달러…일평균 수출 14개월 만에 반등,20200201
[보안 따라잡기]⑤`우한 폐렴` 악용한 광고성 문자메시지 주의,20200201
"중국, ‘우한폐렴’에 드론까지 투입...“아저씨, 마스크 착용하세요”",20200201
[우주를 보다] 어떤 별에 ‘생명 서식’ 행성이 있을까?,20200201
소니도 '다섯 개의 눈' 장착…대세가 된 '멀티폰카',20200201
"MS, 윈도우즈 앱 유통 전략 수정 가속...광고 플랫폼도 폐쇄",20200201
[부고]박용현(한국산업단지공단 기획팀 차장)씨 부친상,20200201
[부음]양문석(공공미디어연구소 이사장)씨 장인상,20200201
[인사]대법원,20200201
[인사]성신여대,20200201
[인사]산업통상자원부,20200201
[부음]이정진(연합뉴스 한반도부 차장)씨 부친상,20200201
[인사]방위사업청,20200201
[부음]이희정(영주다례원장)씨 별세,20200201
[부음]김상배(광주MBC 영상취재부 기자)씨 모친상,20200201
[인사]경상대학교,20200201
[인사]삼성생명서비스,20200201
[인사]한국천문연구원,20200201
[인사]한국원자력안전기술원,20200201
[인사]해양수산부,20200201
[인사]식품의약품안전처,20200201
[인사]울산과학기술원(UNIST),20200201
[인사]한국농촌경제연구원,20200201
[인사]경남지방경찰청,20200201
[인사]조선일보,20200201
[인사]IT조선,20200201
[인사]경북지방경찰청,20200201
[인사]허프포스트코리아,20200201
[인사]중앙대학교,20200201
[인사]한국신용평가,20200201
[인사]소비자경제,20200201
[인사]KBS,20200201
[인사]한국자산관리공사(캠코),20200201
[인사]외교부,20200201
"""국내 사무직, 부수적 관리 업무 시간 많아…업무 자동화 기대""",20200201
[인사]한국농촌경제연구원,20200201
"""이번엔 병풍처럼 접는다""…삼성 폴더블폰 폼팩터 다변화",20200201
‘유튜브 생태계 파괴자’ 백종원에게 유튜브란?,20200201
"페이스북 ""잘못된 신종 코로나 정보 차단""",20200201
"앤엑스유, 한민관 소속 레이싱 팀과 스폰서십 체결",20200201
"""노이즈캔슬링 무선이어폰 1월 매출 전년비 14배 증가""",20200201
"슈피겐코리아, 애플 공인 서비스 센터로 판매 채널 확대",20200201
'우한 폐렴'에 삼성 갤럭시S20 액세서리 출시 연기되나,20200201
[과학TALK] 세계 전염병 80% 주범… 변이 빠른 RNA바이러스,20200201
갤럭시S20 사전 주문하면 프리미엄 이어폰이 공짜?,20200201
“포털 공룡에서 금융 플랫폼으로”···新 먹거리 찾아 나선 네이버,20200201
"1월 수출 433.5억달러...신종 코로나 비상에도 일평균 수출, 14개월만에 반등",20200201
“나 떨고 있니”...신종 코로나에 애플도 화웨이도 긴장,20200201
유럽·러시아 신종코로나 확산..각국 방역 '총력',20200201
"""5G 기지국 42% 서울·경기지역에 집중""",20200201
신종 코로나 여파에 '판호 걱정' 몸살 앓는 게임업계,20200201
"[위클리 스마트] 유튜브, 동영상 이어 음악 앱 시장도 잠식할까",20200201
"미국, '우한폐렴' 억제 위해 공중보건비상사태 선포",20200201
"[강민구의 星별우주] 우주를 보는 새로운 눈, ‘슈퍼아이’를 아시나요?",20200201
방송통신위원회 주간 계획(2월3~7일),20200201
과학기술정보통신부 주간계획(2월 3~7일),20200201
"슈피겐코리아, 애플 공인 서비스 센터로 판매 채널 확대",20200201
"‘진짜 5G' 경쟁 본격화…이통사, 이번엔 SA 전쟁",20200201
"페이스북 ""신종 코로나바이러스 허위정보 게시물 삭제""",20200201
"민주당, 포털사에 “신종 코로나 가짜뉴스 시정 빠른 조치 당부”",20200201
[장기자의 비사이드IT]유리가 접힌다?…폴더블폰의 비밀,20200201
[인사]KISDI,20200201
복지부 사업으로 ‘어린이집 전자출결’ 서비스 잇따라,20200201
"속도내는 데이터 경제··· ""AI 시대로 한발 더""",20200201
"""갤럭시S20 한국판, 12GB 램·스냅드래곤865 탑재 포착""",20200201
"그라운드X, 한양대 블록체인 석사과정 강의 성황리에 마쳐",20200201
[한기자의 앱세상]일상이 된 공공 공유자전거,20200201
"해남군, 찾아가는 휴대전화 활용교육 눈길",20200201
인천의 과거와 현재 한눈에…'오래된 그래서 새로운' 발간,20200201
"퀀텀 컴퓨팅 뭐길래…""슈퍼컴 1만년 연산 3~4분에 끝""",20200201
폭주하는 배달 주문에…'표정관리'하는 배달의민족,20200201
"'아이폰11' 효과 톡톡…애플, 삼성 제치고 4Q 글로벌 1위 탈환",20200201
[부애리의 게임사전] 호날두와 어깨 나란히 한 '페이커',20200201
"[말랑리뷰]'탈모 걱정' 사라질까?..삼성·LG, 시장 진출 예고(영상)",20200201
종편 최고 시청률 '미스터트롯' 케이블TV VOD 4주째 1위,20200201
[잠깐과학]피자맛 수호자 '피자 세이버',20200201
"'천연두 전쟁' 승리, 하지만 기쁨은 잠시였다…바이러스 인류 잔혹사",20200201
"NBP, 네이버 클로바 OCR 기술 파트너 모집",20200201
[프리미엄리포트]한반도 에너지 문제 해결 대안으로 떠오른 해상풍력발전,20200201
[주말N수학]'아듀~근의 공식' 2차 방정식 쉽게 푸는 새 방법,20200201
[게임리뷰]매직더개더링의 변신 '매직: 마나스트라이크',20200201
겨울철 집에서 운동할 때 필요한 앱,20200201
바이러스보다 빠르다…'팩첵·수사' 가짜뉴스 전쟁,20200201
5월부터 스마트폰에 면허증 담긴다,20200201
"애플, 삼성 제치고 스마트폰 1위 '2년만에 탈환'",20200201
커피서 카페인 뽑아내는 '초임계유체'로 수소연료전지 성능 높였다,20200201
액체·기체 성질 갖는 전극 소재 개발… 수소연료전지 향상 실마리,20200201
초임계유체로 ‘수소연료전지’ 수명 높인다,20200201
'액체면서 기체 상태' 물질로 연료전지 수명 늘린다,20200201
수소연료전지 수명 향상 실마리 찾았다…비결은 ‘디카페인 커피’,20200201
디카페인의 비밀로 '수소전지' 수명 늘린다,20200201
“돈되는데 괴담이 대수냐”… 불안 파고드는 ‘검은 유튜버들’,20200201
"네이버, AI '클로바' 문자인식기술 파트너사 모집",20200201
"6번째 확진자 딸, 신종코로나 음성 판정",20200201
"KT, '김재환 부산 콘서트' 단독 생중계·VOD서비스",20200201
'갤Z플립' 렌더딩 확대해보니…충격완화용 범퍼 적용되나,20200201
"시스원, 수출입銀 재해복구센터 프로젝트 단독 수주",20200201
'신종 코로나' 게임업계 불똥 타이베이 게임쇼 결국 연기,20200201
"[TF초점] 삼성·SK하이닉스, 1년 새 달라진 온도차…올해 전망은",20200201
"블루폰, 갤럭시S20 공개 예정 및 갤럭시s9, s10 재고정리 실시",20200201
"‘미국, 달 착륙 2028년으로 미루자’ 법안 발의 후폭풍…NASA·한국 기술협력 ‘어쩌나’",20200202
불혹 넘긴 보이저 2호 태양권 밖서 ‘구사일생’,20200202
차세대 에너지 광물자원 개발 ‘첨단 탐사기술’ 확보에 달렸다,20200202
관광 목적으로 中서 입국 못하고 내국인도 못 간다,20200202
중국 공장 중단에 부품 차질까지…국내 기업 “비상계획 준비”,20200202
美 '슈퍼볼' 삼성 TV로 보세요,20200202
"""확진자 동선 궁금해"" 코로나맵 관심 폭발",20200202
"""타다 운전자는 프리랜서""…검찰, 타다 기소 논리 깨지나",20200202
중국인 관광목적 단기비자 발급 중단...`여행자제`->`철수권고` 상향,20200202
부산발 대형 콘솔게임 ‘울트라 에이지’ 탄생 예고,20200202
현대차 전기차도 중고차 가격보장,20200202
"온라인 위법게시물, AI로 검색·추적… 사이버 선거범죄 막는다",20200202
기술지원 종료 불구··· 여전히 5대중 1대는 ‘윈도7’,20200202
에코델타 경관심의 국내 첫 VR 적용,20200202
화학硏 `신종바이러스 융합단` 진단키트·백신 개발 진두지휘,20200202
인기 편승한 `BTS 유사 상표` 사용 못한다,20200202
"SK케미칼, 관절염 치료 패취 `트라스트` 발매 24년",20200202
인터넷업계 `허위정보와의 전쟁`,20200202
신종코로나 퍼지자 IT행사 취소·보류 … MWC도 쉽지않다,20200202
中매장 9일까지 폐쇄… 애플 상승세 제동,20200202
