title,date
"왓챠, 개인맞춤형 넷플릭스 콘텐츠 추천 '왓플릭스' 출시",20200401
"통신 3사, ‘온라인 개학’ 앞두고 데이터 무제한 지원 약속",20200401
"위메이드, 中지우링 상대 승소…배상금 825억 규모",20200401
"2~15일 네이버 실검 중단 ""특정 후보·정당 총공 안 먹혀""",20200401
미 제재 맞서…22조원 R&D에 쏟은 화웨이,20200401
제주여행 전문 VR 플랫폼과 글로벌 1위 ‘빈백’의 만남,20200401
"폭스콘 ""애플 첫 5G폰 예정대로 가을 출시될 것""",20200401
[취재수첩] ‘디지털 격차’ 고민할 때,20200401
"“들리시죠, 기계음 아닌 나만의 목소리”…AI로 청각장애인 목소리 복원",20200401
"이화여대, 코로나19에 1학기 전체 강의 온라인으로 실시",20200401
"금융위, “두나무 ‘비상장 주식 거래’ 혁신금융 지정”",20200401
"시큐어앱 몸캠피싱 신고센터, “몸캠피씽 신고접수 24시간 가능하다”",20200401
"유한양행, ‘유한 비타민C·D정’ 출시…비타민C+D 더블효과",20200401
마스크 빨리 사려 항의하다 숨졌다? 오보낸 방송사 '의견진술',20200401
코로나19 정찰 로봇 등장··· “마스크 착용·체온 확인한다”,20200401
"인스웨이브, 딥러닝 기반 웹표준 UI 소스 변환 특허 획득",20200401
"SAP코리아, 클라우드 분야 청년인재 집중양성 프로그램 참가자 모집",20200401
델 테크놀로지스 “새로운 데이터 보호 전략·솔루션 필요성 높아졌다”,20200401
"인스웨이브, 딥러닝 특허 획득··· 웹 표준 플랫폼 개발 박차",20200401
'플랫폼 노동 포럼' 출범…배달업 노사 참여,20200401
"[리뷰] '오직 FPS', 1인칭 슈팅 장르 위한 긱스타 HDR GS-R2740FMK",20200401
"오픈소스컨설팅, 2019년 아틀라시안 올해의 파트너 선정",20200401
강석균 안랩 신임 대표이사 취임,20200401
"""코로나19 치료제로 기회 잡자"" 제약·바이오 10여곳 임상 추진",20200401
25년 창업벤처 후배에 넘기고 명예로운 은퇴,20200401
`제조혁신 총아` 스마트공장 보안 강력해진다,20200401
"""데이터 활용 생태계 조성에 집중 온·오프라인 플랫폼 혁신 나설것""",20200401
"네이버·카카오, 오늘부터 실시간 검색어 중단",20200401
삼성·LG·통신 3社 `원격 교육` 지원,20200401
플랫폼 업은 `카트라이더`… 모바일 시장까지 질주,20200401
수능 2주 연기됐는데… `지스타2020` 어떻게 될까,20200401
5G 가입자 500萬 돌파,20200401
"""얼어붙은 단말기 유통시장 살리자""… 단통법 재개정 수면위로",20200401
"제약바이오 38개사, 구호품·성금 지원",20200401
"SKB, 레드닷 디자인 어워드 2020 본상 수상",20200401
데이터 느니 시스템 장애 증가…82%가 경험,20200401
"KT·SKB·LGU+, IPTV·인터넷 활용 온라인 개학 지원 집중",20200401
"SKB, 'AI2 셋톱박스' 레드닷 디자인 어워드 수상",20200401
"네이버 밴드, 미국 비대면 문화 확산과 함께 빠르게 성장",20200401
"플리토, `데이터바우처 사업` 2년 연속 공급 기업으로 참여",20200401
"[스타트업-ing] 트렌비 박경훈 대표 ""명품, 잘 사시나요?""",20200401
코로나19로 육아 늘자 “핑크퐁·구구단 틀어줘”,20200401
"[게시판] 스카이라이프, 아시아 무제한팩 서비스 출시",20200401
